id,date,time,name,size,type,price
2015-006550,2015-04-20,18:14:45,big_meat,S,classic,12
2015-006551,2015-04-20,18:34:05,green_garden,S,veggie,12
2015-006552,2015-04-20,18:34:43,hawaiian,S,classic,10.5
2015-006552,2015-04-20,18:34:43,classic_dlx,M,classic,16
2015-006552,2015-04-20,18:34:43,peppr_salami,L,supreme,20.75
2015-006552,2015-04-20,18:34:43,the_greek,L,classic,20.5
2015-006553,2015-04-20,18:38:03,spicy_ital,L,supreme,20.75
2015-006553,2015-04-20,18:38:03,veggie_veg,S,veggie,12
2015-006554,2015-04-20,18:43:08,hawaiian,M,classic,13.25
2015-006554,2015-04-20,18:43:08,hawaiian,M,classic,13.25
2015-006554,2015-04-20,18:43:08,brie_carre,S,supreme,23.65
2015-006554,2015-04-20,18:43:08,mediterraneo,S,veggie,12
2015-006555,2015-04-20,18:47:24,southw_ckn,L,chicken,20.75
2015-006555,2015-04-20,18:47:24,bbq_ckn,L,chicken,20.75
2015-006555,2015-04-20,18:47:24,hawaiian,L,classic,16.5
2015-006555,2015-04-20,18:47:24,spinach_fet,L,veggie,20.25
2015-006556,2015-04-20,18:50:27,veggie_veg,S,veggie,12
2015-006557,2015-04-20,18:56:57,hawaiian,L,classic,16.5
2015-006557,2015-04-20,18:56:57,ckn_alfredo,M,chicken,16.75
2015-006558,2015-04-20,19:10:59,peppr_salami,M,supreme,16.5
2015-006559,2015-04-20,19:16:53,classic_dlx,L,classic,20.5
2015-006560,2015-04-20,19:26:26,big_meat,S,classic,12
2015-006560,2015-04-20,19:26:26,thai_ckn,L,chicken,20.75
2015-006561,2015-04-20,19:42:52,sicilian,L,supreme,20.25
2015-006561,2015-04-20,19:42:52,ckn_pesto,M,chicken,16.75
2015-006562,2015-04-20,19:56:27,spicy_ital,L,supreme,20.75
2015-006562,2015-04-20,19:56:27,thai_ckn,L,chicken,20.75
2015-006562,2015-04-20,19:56:27,four_cheese,M,veggie,14.75
2015-006563,2015-04-20,20:02:47,ital_supr,M,supreme,16.5
2015-006563,2015-04-20,20:02:47,southw_ckn,L,chicken,20.75
2015-006563,2015-04-20,20:02:47,spicy_ital,L,supreme,20.75
2015-006564,2015-04-20,20:06:00,bbq_ckn,M,chicken,16.75
2015-006564,2015-04-20,20:06:00,sicilian,M,supreme,16.25
2015-006564,2015-04-20,20:06:00,spinach_fet,M,veggie,16
2015-006565,2015-04-20,20:13:39,big_meat,S,classic,12
2015-006566,2015-04-20,20:43:34,ital_veggie,M,veggie,16.75
2015-006567,2015-04-20,20:44:30,mexicana,L,veggie,20.25
2015-006567,2015-04-20,20:44:30,napolitana,S,classic,12
2015-006568,2015-04-20,21:05:57,ckn_pesto,L,chicken,20.75
2015-006568,2015-04-20,21:05:57,five_cheese,L,veggie,18.5
2015-006568,2015-04-20,21:05:57,mediterraneo,M,veggie,16
2015-006569,2015-04-20,21:07:39,classic_dlx,M,classic,16
2015-006569,2015-04-20,21:07:39,big_meat,S,classic,12
2015-006570,2015-04-20,21:24:18,classic_dlx,M,classic,16
2015-006570,2015-04-20,21:24:18,five_cheese,L,veggie,18.5
2015-006570,2015-04-20,21:24:18,mexicana,S,veggie,12
2015-006571,2015-04-20,21:30:23,sicilian,M,supreme,16.25
2015-006571,2015-04-20,21:30:23,pep_msh_pep,M,classic,14.5
2015-006572,2015-04-21,11:20:15,soppressata,L,supreme,20.75
2015-006573,2015-04-21,11:21:00,hawaiian,L,classic,16.5
2015-006574,2015-04-21,11:40:50,ital_veggie,M,veggie,16.75
2015-006575,2015-04-21,11:44:09,soppressata,L,supreme,20.75
2015-006576,2015-04-21,12:00:19,thai_ckn,L,chicken,20.75
2015-006576,2015-04-21,12:00:19,hawaiian,M,classic,13.25
2015-006576,2015-04-21,12:00:19,cali_ckn,L,chicken,20.75
2015-006577,2015-04-21,12:03:12,peppr_salami,M,supreme,16.5
2015-006578,2015-04-21,12:07:46,pep_msh_pep,S,classic,11
2015-006578,2015-04-21,12:07:46,napolitana,L,classic,20.5
2015-006578,2015-04-21,12:07:46,spin_pesto,M,veggie,16.5
2015-006579,2015-04-21,12:19:53,five_cheese,L,veggie,18.5
2015-006579,2015-04-21,12:19:53,southw_ckn,L,chicken,20.75
2015-006579,2015-04-21,12:19:53,ital_supr,M,supreme,16.5
2015-006580,2015-04-21,12:25:55,bbq_ckn,L,chicken,20.75
2015-006581,2015-04-21,12:26:29,spin_pesto,S,veggie,12.5
2015-006581,2015-04-21,12:26:29,calabrese,S,supreme,12.25
2015-006581,2015-04-21,12:26:29,classic_dlx,S,classic,12
2015-006581,2015-04-21,12:26:29,cali_ckn,L,chicken,20.75
2015-006582,2015-04-21,12:30:58,prsc_argla,M,supreme,16.5
2015-006582,2015-04-21,12:30:58,southw_ckn,L,chicken,20.75
2015-006582,2015-04-21,12:30:58,ital_supr,M,supreme,16.5
2015-006583,2015-04-21,12:48:33,veggie_veg,L,veggie,20.25
2015-006583,2015-04-21,12:48:33,mexicana,L,veggie,20.25
2015-006583,2015-04-21,12:48:33,ital_cpcllo,L,classic,20.5
2015-006584,2015-04-21,12:56:37,four_cheese,L,veggie,17.95
2015-006584,2015-04-21,12:56:37,mexicana,M,veggie,16
2015-006584,2015-04-21,12:56:37,napolitana,L,classic,20.5
2015-006585,2015-04-21,13:00:35,classic_dlx,M,classic,16
2015-006585,2015-04-21,13:00:35,big_meat,S,classic,12
2015-006585,2015-04-21,13:00:35,hawaiian,M,classic,13.25
2015-006586,2015-04-21,13:15:34,ital_veggie,S,veggie,12.75
2015-006586,2015-04-21,13:15:34,mediterraneo,S,veggie,12
2015-006586,2015-04-21,13:15:34,thai_ckn,S,chicken,12.75
2015-006587,2015-04-21,13:18:01,ckn_pesto,L,chicken,20.75
2015-006588,2015-04-21,13:21:50,ckn_pesto,S,chicken,12.75
2015-006588,2015-04-21,13:21:50,soppressata,M,supreme,16.5
2015-006588,2015-04-21,13:21:50,ckn_pesto,L,chicken,20.75
2015-006588,2015-04-21,13:21:50,hawaiian,M,classic,13.25
2015-006588,2015-04-21,13:21:50,peppr_salami,S,supreme,12.5
2015-006588,2015-04-21,13:21:50,pep_msh_pep,L,classic,17.5
2015-006588,2015-04-21,13:21:50,five_cheese,L,veggie,18.5
2015-006588,2015-04-21,13:21:50,ital_veggie,L,veggie,21
2015-006588,2015-04-21,13:21:50,ital_supr,L,supreme,20.75
2015-006588,2015-04-21,13:21:50,pep_msh_pep,S,classic,11
2015-006588,2015-04-21,13:21:50,southw_ckn,M,chicken,16.75
2015-006588,2015-04-21,13:21:50,bbq_ckn,M,chicken,16.75
2015-006589,2015-04-21,13:33:22,thai_ckn,L,chicken,20.75
2015-006590,2015-04-21,13:39:06,classic_dlx,M,classic,16
2015-006591,2015-04-21,13:46:19,big_meat,S,classic,12
2015-006592,2015-04-21,14:25:55,sicilian,L,supreme,20.25
2015-006592,2015-04-21,14:25:55,bbq_ckn,M,chicken,16.75
2015-006592,2015-04-21,14:25:55,five_cheese,L,veggie,18.5
2015-006592,2015-04-21,14:25:55,bbq_ckn,L,chicken,20.75
2015-006592,2015-04-21,14:25:55,ital_supr,L,supreme,20.75
2015-006592,2015-04-21,14:25:55,southw_ckn,S,chicken,12.75
2015-006592,2015-04-21,14:25:55,ckn_pesto,M,chicken,16.75
2015-006592,2015-04-21,14:25:55,sicilian,M,supreme,16.25
2015-006592,2015-04-21,14:25:55,five_cheese,L,veggie,18.5
2015-006592,2015-04-21,14:25:55,sicilian,S,supreme,12.25
2015-006592,2015-04-21,14:25:55,sicilian,M,supreme,16.25
2015-006593,2015-04-21,14:29:19,prsc_argla,S,supreme,12.5
2015-006593,2015-04-21,14:29:19,spicy_ital,S,supreme,12.5
2015-006593,2015-04-21,14:29:19,pepperoni,M,classic,12.5
2015-006594,2015-04-21,14:29:24,peppr_salami,M,supreme,16.5
2015-006595,2015-04-21,14:31:29,four_cheese,L,veggie,17.95
2015-006595,2015-04-21,14:31:29,cali_ckn,S,chicken,12.75
2015-006596,2015-04-21,14:50:58,ital_supr,M,supreme,16.5
2015-006597,2015-04-21,15:26:47,bbq_ckn,M,chicken,16.75
2015-006597,2015-04-21,15:26:47,peppr_salami,M,supreme,16.5
2015-006597,2015-04-21,15:26:47,spinach_fet,M,veggie,16
2015-006597,2015-04-21,15:26:47,sicilian,M,supreme,16.25
2015-006598,2015-04-21,15:39:46,sicilian,M,supreme,16.25
2015-006599,2015-04-21,15:45:21,ital_cpcllo,S,classic,12
2015-006599,2015-04-21,15:45:21,napolitana,S,classic,12
2015-006600,2015-04-21,16:04:52,southw_ckn,M,chicken,16.75
2015-006600,2015-04-21,16:04:52,cali_ckn,L,chicken,20.75
2015-006601,2015-04-21,16:23:27,spinach_supr,M,supreme,16.5
2015-006602,2015-04-21,16:25:21,peppr_salami,M,supreme,16.5
2015-006602,2015-04-21,16:25:21,cali_ckn,S,chicken,12.75
2015-006603,2015-04-21,16:30:47,cali_ckn,M,chicken,16.75
2015-006604,2015-04-21,16:42:53,spinach_fet,S,veggie,12
2015-006605,2015-04-21,16:54:55,four_cheese,L,veggie,17.95
2015-006605,2015-04-21,16:54:55,four_cheese,L,veggie,17.95
2015-006606,2015-04-21,16:56:18,soppressata,S,supreme,12.5
2015-006607,2015-04-21,16:57:26,four_cheese,L,veggie,17.95
2015-006607,2015-04-21,16:57:26,classic_dlx,L,classic,20.5
2015-006608,2015-04-21,17:23:24,spicy_ital,L,supreme,20.75
2015-006608,2015-04-21,17:23:24,mediterraneo,S,veggie,12
2015-006609,2015-04-21,17:35:24,ckn_alfredo,M,chicken,16.75
2015-006609,2015-04-21,17:35:24,spin_pesto,L,veggie,20.75
2015-006609,2015-04-21,17:35:24,mexicana,L,veggie,20.25
2015-006610,2015-04-21,17:48:52,green_garden,M,veggie,16
2015-006611,2015-04-21,18:06:39,cali_ckn,S,chicken,12.75
2015-006611,2015-04-21,18:06:39,peppr_salami,S,supreme,12.5
2015-006611,2015-04-21,18:06:39,ital_supr,M,supreme,16.5
2015-006612,2015-04-21,18:22:56,pep_msh_pep,L,classic,17.5
2015-006613,2015-04-21,18:43:11,classic_dlx,M,classic,16
2015-006614,2015-04-21,18:47:47,spicy_ital,L,supreme,20.75
2015-006615,2015-04-21,18:48:51,prsc_argla,L,supreme,20.75
2015-006616,2015-04-21,18:51:16,mediterraneo,L,veggie,20.25
2015-006616,2015-04-21,18:51:16,ital_veggie,L,veggie,21
2015-006617,2015-04-21,18:58:21,big_meat,S,classic,12
2015-006617,2015-04-21,18:58:21,ckn_pesto,L,chicken,20.75
2015-006618,2015-04-21,19:01:22,calabrese,M,supreme,16.25
2015-006618,2015-04-21,19:01:22,pepperoni,L,classic,15.25
2015-006619,2015-04-21,19:05:18,thai_ckn,M,chicken,16.75
2015-006619,2015-04-21,19:05:18,ital_supr,S,supreme,12.5
2015-006620,2015-04-21,19:13:18,napolitana,S,classic,12
2015-006620,2015-04-21,19:13:18,bbq_ckn,M,chicken,16.75
2015-006621,2015-04-21,19:21:51,classic_dlx,M,classic,16
2015-006621,2015-04-21,19:21:51,bbq_ckn,M,chicken,16.75
2015-006621,2015-04-21,19:21:51,the_greek,XL,classic,25.5
2015-006622,2015-04-21,19:22:52,pep_msh_pep,S,classic,11
2015-006622,2015-04-21,19:22:52,mediterraneo,S,veggie,12
2015-006623,2015-04-21,19:32:03,thai_ckn,L,chicken,20.75
2015-006624,2015-04-21,19:47:05,green_garden,L,veggie,20.25
2015-006625,2015-04-21,19:57:01,veggie_veg,M,veggie,16
2015-006625,2015-04-21,19:57:01,four_cheese,L,veggie,17.95
2015-006626,2015-04-21,20:02:44,ital_supr,M,supreme,16.5
2015-006627,2015-04-21,20:04:22,veggie_veg,M,veggie,16
2015-006628,2015-04-21,20:25:05,pepperoni,M,classic,12.5
2015-006628,2015-04-21,20:25:05,classic_dlx,M,classic,16
2015-006628,2015-04-21,20:25:05,pepperoni,M,classic,12.5
2015-006629,2015-04-21,20:27:45,thai_ckn,L,chicken,20.75
2015-006629,2015-04-21,20:27:45,four_cheese,M,veggie,14.75
2015-006629,2015-04-21,20:27:45,five_cheese,L,veggie,18.5
2015-006630,2015-04-21,20:35:02,hawaiian,M,classic,13.25
2015-006630,2015-04-21,20:35:02,mexicana,M,veggie,16
2015-006631,2015-04-21,21:22:18,classic_dlx,S,classic,12
2015-006631,2015-04-21,21:22:18,four_cheese,L,veggie,17.95
2015-006632,2015-04-21,21:45:38,classic_dlx,S,classic,12
2015-006633,2015-04-21,22:14:53,spicy_ital,M,supreme,16.5
2015-006633,2015-04-21,22:14:53,classic_dlx,M,classic,16
2015-006634,2015-04-22,11:27:55,southw_ckn,M,chicken,16.75
2015-006635,2015-04-22,11:31:21,ital_veggie,S,veggie,12.75
2015-006635,2015-04-22,11:31:21,ckn_pesto,L,chicken,20.75
2015-006635,2015-04-22,11:31:21,veggie_veg,M,veggie,16
2015-006635,2015-04-22,11:31:21,prsc_argla,M,supreme,16.5
2015-006636,2015-04-22,11:45:43,mexicana,M,veggie,16
2015-006637,2015-04-22,11:47:18,spicy_ital,S,supreme,12.5
2015-006638,2015-04-22,11:48:30,ital_supr,M,supreme,16.5
2015-006638,2015-04-22,11:48:30,mexicana,M,veggie,16
2015-006638,2015-04-22,11:48:30,thai_ckn,L,chicken,20.75
2015-006639,2015-04-22,11:55:56,sicilian,S,supreme,12.25
2015-006639,2015-04-22,11:55:56,ckn_alfredo,M,chicken,16.75
2015-006639,2015-04-22,11:55:56,classic_dlx,S,classic,12
2015-006639,2015-04-22,11:55:56,thai_ckn,M,chicken,16.75
2015-006639,2015-04-22,11:55:56,peppr_salami,S,supreme,12.5
2015-006639,2015-04-22,11:55:56,spinach_supr,S,supreme,12.5
2015-006639,2015-04-22,11:55:56,spicy_ital,S,supreme,12.5
2015-006639,2015-04-22,11:55:56,thai_ckn,M,chicken,16.75
2015-006639,2015-04-22,11:55:56,spinach_fet,L,veggie,20.25
2015-006639,2015-04-22,11:55:56,green_garden,S,veggie,12
2015-006639,2015-04-22,11:55:56,pep_msh_pep,L,classic,17.5
2015-006639,2015-04-22,11:55:56,peppr_salami,L,supreme,20.75
2015-006640,2015-04-22,12:01:17,spin_pesto,M,veggie,16.5
2015-006641,2015-04-22,12:03:04,pepperoni,M,classic,12.5
2015-006642,2015-04-22,12:04:37,big_meat,S,classic,12
2015-006642,2015-04-22,12:04:37,green_garden,S,veggie,12
2015-006642,2015-04-22,12:04:37,thai_ckn,S,chicken,12.75
2015-006642,2015-04-22,12:04:37,southw_ckn,M,chicken,16.75
2015-006643,2015-04-22,12:24:35,bbq_ckn,L,chicken,20.75
2015-006643,2015-04-22,12:24:35,bbq_ckn,M,chicken,16.75
2015-006644,2015-04-22,12:40:39,five_cheese,L,veggie,18.5
2015-006645,2015-04-22,12:50:12,peppr_salami,L,supreme,20.75
2015-006645,2015-04-22,12:50:12,pep_msh_pep,M,classic,14.5
2015-006646,2015-04-22,13:06:46,ital_cpcllo,M,classic,16
2015-006647,2015-04-22,13:11:30,ital_cpcllo,M,classic,16
2015-006647,2015-04-22,13:11:30,spinach_supr,L,supreme,20.75
2015-006648,2015-04-22,13:18:06,classic_dlx,L,classic,20.5
2015-006649,2015-04-22,13:30:53,calabrese,S,supreme,12.25
2015-006649,2015-04-22,13:30:53,thai_ckn,L,chicken,20.75
2015-006649,2015-04-22,13:30:53,sicilian,S,supreme,12.25
2015-006650,2015-04-22,13:42:37,five_cheese,L,veggie,18.5
2015-006651,2015-04-22,13:54:08,five_cheese,L,veggie,18.5
2015-006652,2015-04-22,13:59:33,napolitana,L,classic,20.5
2015-006652,2015-04-22,13:59:33,ckn_pesto,L,chicken,20.75
2015-006653,2015-04-22,14:11:55,ital_veggie,L,veggie,21
2015-006653,2015-04-22,14:11:55,spin_pesto,S,veggie,12.5
2015-006653,2015-04-22,14:11:55,classic_dlx,L,classic,20.5
2015-006654,2015-04-22,14:13:48,big_meat,S,classic,12
2015-006655,2015-04-22,14:17:26,four_cheese,M,veggie,14.75
2015-006656,2015-04-22,14:44:46,cali_ckn,L,chicken,20.75
2015-006656,2015-04-22,14:44:46,hawaiian,S,classic,10.5
2015-006656,2015-04-22,14:44:46,ckn_pesto,L,chicken,20.75
2015-006656,2015-04-22,14:44:46,southw_ckn,S,chicken,12.75
2015-006656,2015-04-22,14:44:46,five_cheese,L,veggie,18.5
2015-006657,2015-04-22,15:16:59,ital_supr,M,supreme,16.5
2015-006657,2015-04-22,15:16:59,four_cheese,L,veggie,17.95
2015-006658,2015-04-22,15:41:01,hawaiian,L,classic,16.5
2015-006658,2015-04-22,15:41:01,green_garden,L,veggie,20.25
2015-006658,2015-04-22,15:41:01,southw_ckn,M,chicken,16.75
2015-006658,2015-04-22,15:41:01,thai_ckn,L,chicken,20.75
2015-006659,2015-04-22,15:46:58,pepperoni,L,classic,15.25
2015-006659,2015-04-22,15:46:58,calabrese,S,supreme,12.25
2015-006659,2015-04-22,15:46:58,mexicana,M,veggie,16
2015-006660,2015-04-22,15:48:29,ital_supr,L,supreme,20.75
2015-006660,2015-04-22,15:48:29,four_cheese,L,veggie,17.95
2015-006660,2015-04-22,15:48:29,green_garden,S,veggie,12
2015-006660,2015-04-22,15:48:29,napolitana,S,classic,12
2015-006661,2015-04-22,16:03:48,bbq_ckn,L,chicken,20.75
2015-006661,2015-04-22,16:03:48,ital_supr,M,supreme,16.5
2015-006661,2015-04-22,16:03:48,pepperoni,M,classic,12.5
2015-006662,2015-04-22,16:11:12,cali_ckn,L,chicken,20.75
2015-006663,2015-04-22,16:14:26,classic_dlx,S,classic,12
2015-006663,2015-04-22,16:14:26,soppressata,L,supreme,20.75
2015-006663,2015-04-22,16:14:26,ital_cpcllo,S,classic,12
2015-006663,2015-04-22,16:14:26,ckn_pesto,L,chicken,20.75
2015-006664,2015-04-22,16:32:47,hawaiian,S,classic,10.5
2015-006664,2015-04-22,16:32:47,bbq_ckn,M,chicken,16.75
2015-006664,2015-04-22,16:32:47,ckn_pesto,S,chicken,12.75
2015-006665,2015-04-22,16:48:22,cali_ckn,L,chicken,20.75
2015-006665,2015-04-22,16:48:22,ckn_pesto,L,chicken,20.75
2015-006665,2015-04-22,16:48:22,pepperoni,S,classic,9.75
2015-006666,2015-04-22,16:48:33,the_greek,XL,classic,25.5
2015-006666,2015-04-22,16:48:33,ckn_pesto,S,chicken,12.75
2015-006667,2015-04-22,17:01:16,soppressata,L,supreme,20.75
2015-006667,2015-04-22,17:01:16,pep_msh_pep,L,classic,17.5
2015-006668,2015-04-22,17:19:13,prsc_argla,L,supreme,20.75
2015-006668,2015-04-22,17:19:13,brie_carre,S,supreme,23.65
2015-006669,2015-04-22,17:39:27,prsc_argla,L,supreme,20.75
2015-006670,2015-04-22,17:51:54,green_garden,S,veggie,12
2015-006671,2015-04-22,18:03:12,classic_dlx,L,classic,20.5
2015-006671,2015-04-22,18:03:12,spinach_fet,S,veggie,12
2015-006671,2015-04-22,18:03:12,the_greek,M,classic,16
2015-006672,2015-04-22,18:16:54,classic_dlx,S,classic,12
2015-006672,2015-04-22,18:16:54,big_meat,S,classic,12
2015-006673,2015-04-22,18:22:52,ital_veggie,M,veggie,16.75
2015-006673,2015-04-22,18:22:52,prsc_argla,M,supreme,16.5
2015-006673,2015-04-22,18:22:52,pep_msh_pep,S,classic,11
2015-006674,2015-04-22,18:31:51,spinach_fet,M,veggie,16
2015-006674,2015-04-22,18:31:51,ckn_pesto,L,chicken,20.75
2015-006675,2015-04-22,18:42:45,four_cheese,L,veggie,17.95
2015-006676,2015-04-22,18:43:09,big_meat,S,classic,12
2015-006677,2015-04-22,18:45:57,napolitana,M,classic,16
2015-006677,2015-04-22,18:45:57,southw_ckn,S,chicken,12.75
2015-006678,2015-04-22,18:47:00,pepperoni,S,classic,9.75
2015-006679,2015-04-22,18:50:18,pepperoni,M,classic,12.5
2015-006679,2015-04-22,18:50:18,ital_supr,L,supreme,20.75
2015-006680,2015-04-22,18:51:46,spicy_ital,M,supreme,16.5
2015-006680,2015-04-22,18:51:46,spicy_ital,L,supreme,20.75
2015-006681,2015-04-22,18:51:56,thai_ckn,L,chicken,20.75
2015-006682,2015-04-22,19:07:05,napolitana,M,classic,16
2015-006682,2015-04-22,19:07:05,ital_supr,L,supreme,20.75
2015-006682,2015-04-22,19:07:05,spin_pesto,S,veggie,12.5
2015-006683,2015-04-22,19:18:45,four_cheese,L,veggie,17.95
2015-006683,2015-04-22,19:18:45,green_garden,L,veggie,20.25
2015-006683,2015-04-22,19:18:45,sicilian,M,supreme,16.25
2015-006684,2015-04-22,20:03:53,classic_dlx,S,classic,12
2015-006685,2015-04-22,20:03:59,classic_dlx,M,classic,16
2015-006685,2015-04-22,20:03:59,thai_ckn,L,chicken,20.75
2015-006685,2015-04-22,20:03:59,cali_ckn,M,chicken,16.75
2015-006685,2015-04-22,20:03:59,classic_dlx,M,classic,16
2015-006686,2015-04-22,20:35:02,ckn_alfredo,S,chicken,12.75
2015-006686,2015-04-22,20:35:02,sicilian,S,supreme,12.25
2015-006686,2015-04-22,20:35:02,thai_ckn,L,chicken,20.75
2015-006687,2015-04-22,20:36:12,mediterraneo,L,veggie,20.25
2015-006688,2015-04-22,20:38:05,hawaiian,S,classic,10.5
2015-006688,2015-04-22,20:38:05,pepperoni,L,classic,15.25
2015-006689,2015-04-22,20:45:55,mexicana,M,veggie,16
2015-006689,2015-04-22,20:45:55,prsc_argla,M,supreme,16.5
2015-006690,2015-04-22,21:12:45,pep_msh_pep,S,classic,11
2015-006690,2015-04-22,21:12:45,napolitana,L,classic,20.5
2015-006690,2015-04-22,21:12:45,ital_veggie,S,veggie,12.75
2015-006690,2015-04-22,21:12:45,cali_ckn,M,chicken,16.75
2015-006691,2015-04-22,21:30:57,veggie_veg,M,veggie,16
2015-006692,2015-04-22,21:44:17,ital_supr,M,supreme,16.5
2015-006693,2015-04-23,11:53:21,ckn_pesto,M,chicken,16.75
2015-006693,2015-04-23,11:53:21,pepperoni,S,classic,9.75
2015-006693,2015-04-23,11:53:21,big_meat,S,classic,12
2015-006693,2015-04-23,11:53:21,ital_cpcllo,S,classic,12
2015-006693,2015-04-23,11:53:21,ckn_pesto,L,chicken,20.75
2015-006694,2015-04-23,11:53:48,ital_cpcllo,L,classic,20.5
2015-006694,2015-04-23,11:53:48,bbq_ckn,L,chicken,20.75
2015-006694,2015-04-23,11:53:48,ital_cpcllo,L,classic,20.5
2015-006695,2015-04-23,12:03:57,classic_dlx,L,classic,20.5
2015-006696,2015-04-23,12:09:28,five_cheese,L,veggie,18.5
2015-006696,2015-04-23,12:09:28,napolitana,L,classic,20.5
2015-006696,2015-04-23,12:09:28,southw_ckn,S,chicken,12.75
2015-006696,2015-04-23,12:09:28,pepperoni,M,classic,12.5
2015-006697,2015-04-23,12:15:04,spicy_ital,L,supreme,20.75
2015-006697,2015-04-23,12:15:04,mexicana,L,veggie,20.25
2015-006697,2015-04-23,12:15:04,sicilian,L,supreme,20.25
2015-006697,2015-04-23,12:15:04,bbq_ckn,M,chicken,16.75
2015-006698,2015-04-23,12:22:50,ital_supr,L,supreme,20.75
2015-006699,2015-04-23,12:38:04,veggie_veg,M,veggie,16
2015-006700,2015-04-23,12:51:44,big_meat,S,classic,12
2015-006700,2015-04-23,12:51:44,veggie_veg,M,veggie,16
2015-006700,2015-04-23,12:51:44,cali_ckn,L,chicken,20.75
2015-006700,2015-04-23,12:51:44,cali_ckn,L,chicken,20.75
2015-006700,2015-04-23,12:51:44,ital_supr,M,supreme,16.5
2015-006700,2015-04-23,12:51:44,spicy_ital,L,supreme,20.75
2015-006700,2015-04-23,12:51:44,hawaiian,S,classic,10.5
2015-006700,2015-04-23,12:51:44,five_cheese,L,veggie,18.5
2015-006700,2015-04-23,12:51:44,brie_carre,S,supreme,23.65
2015-006700,2015-04-23,12:51:44,prsc_argla,S,supreme,12.5
2015-006701,2015-04-23,12:57:08,pep_msh_pep,S,classic,11
2015-006701,2015-04-23,12:57:08,mexicana,L,veggie,20.25
2015-006701,2015-04-23,12:57:08,four_cheese,L,veggie,17.95
2015-006701,2015-04-23,12:57:08,the_greek,S,classic,12
2015-006701,2015-04-23,12:57:08,pepperoni,M,classic,12.5
2015-006701,2015-04-23,12:57:08,sicilian,S,supreme,12.25
2015-006701,2015-04-23,12:57:08,sicilian,S,supreme,12.25
2015-006701,2015-04-23,12:57:08,ital_veggie,M,veggie,16.75
2015-006701,2015-04-23,12:57:08,bbq_ckn,S,chicken,12.75
2015-006701,2015-04-23,12:57:08,four_cheese,L,veggie,17.95
2015-006701,2015-04-23,12:57:08,cali_ckn,M,chicken,16.75
2015-006701,2015-04-23,12:57:08,the_greek,S,classic,12
2015-006701,2015-04-23,12:57:08,southw_ckn,M,chicken,16.75
2015-006701,2015-04-23,12:57:08,hawaiian,S,classic,10.5
2015-006702,2015-04-23,13:06:58,classic_dlx,L,classic,20.5
2015-006703,2015-04-23,13:09:01,spinach_supr,L,supreme,20.75
2015-006704,2015-04-23,13:19:22,ital_cpcllo,M,classic,16
2015-006705,2015-04-23,13:22:58,veggie_veg,M,veggie,16
2015-006705,2015-04-23,13:22:58,the_greek,M,classic,16
2015-006706,2015-04-23,13:27:55,cali_ckn,M,chicken,16.75
2015-006707,2015-04-23,13:32:30,classic_dlx,S,classic,12
2015-006708,2015-04-23,13:57:44,bbq_ckn,L,chicken,20.75
2015-006709,2015-04-23,14:00:11,classic_dlx,M,classic,16
2015-006709,2015-04-23,14:00:11,cali_ckn,S,chicken,12.75
2015-006710,2015-04-23,14:17:27,pep_msh_pep,S,classic,11
2015-006710,2015-04-23,14:17:27,peppr_salami,M,supreme,16.5
2015-006711,2015-04-23,14:25:33,mexicana,L,veggie,20.25
2015-006711,2015-04-23,14:25:33,cali_ckn,M,chicken,16.75
2015-006712,2015-04-23,14:46:32,ital_cpcllo,S,classic,12
2015-006713,2015-04-23,14:57:33,sicilian,M,supreme,16.25
2015-006714,2015-04-23,15:09:11,big_meat,S,classic,12
2015-006715,2015-04-23,15:14:00,hawaiian,L,classic,16.5
2015-006716,2015-04-23,15:43:44,spinach_fet,S,veggie,12
2015-006716,2015-04-23,15:43:44,veggie_veg,S,veggie,12
2015-006716,2015-04-23,15:43:44,prsc_argla,M,supreme,16.5
2015-006717,2015-04-23,15:47:05,napolitana,S,classic,12
2015-006717,2015-04-23,15:47:05,soppressata,M,supreme,16.5
2015-006718,2015-04-23,16:04:14,spinach_fet,S,veggie,12
2015-006718,2015-04-23,16:04:14,bbq_ckn,L,chicken,20.75
2015-006719,2015-04-23,16:15:52,ital_supr,M,supreme,16.5
2015-006720,2015-04-23,16:18:07,the_greek,M,classic,16
2015-006720,2015-04-23,16:18:07,calabrese,M,supreme,16.25
2015-006720,2015-04-23,16:18:07,thai_ckn,M,chicken,16.75
2015-006721,2015-04-23,16:18:32,green_garden,L,veggie,20.25
2015-006721,2015-04-23,16:18:32,calabrese,S,supreme,12.25
2015-006722,2015-04-23,16:40:34,classic_dlx,M,classic,16
2015-006722,2015-04-23,16:40:34,pepperoni,L,classic,15.25
2015-006723,2015-04-23,16:43:14,southw_ckn,M,chicken,16.75
2015-006723,2015-04-23,16:43:14,spicy_ital,M,supreme,16.5
2015-006723,2015-04-23,16:43:14,big_meat,S,classic,12
2015-006724,2015-04-23,16:53:20,southw_ckn,M,chicken,16.75
2015-006724,2015-04-23,16:53:20,four_cheese,L,veggie,17.95
2015-006724,2015-04-23,16:53:20,the_greek,XXL,classic,35.95
2015-006725,2015-04-23,17:14:03,sicilian,M,supreme,16.25
2015-006725,2015-04-23,17:14:03,cali_ckn,L,chicken,20.75
2015-006725,2015-04-23,17:14:03,pep_msh_pep,M,classic,14.5
2015-006726,2015-04-23,17:20:52,spin_pesto,M,veggie,16.5
